词典中最大码字：255; 输入码字：91，对应词条：91; 输出词条: 91没有新词条 
词典中最大码字：1359; 输入码字：1256，对应词条：248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248; 新词条：143248
词典中最大码字：1360; 输入码字：758，对应词条：141-141-141-136-141; 输出词条: 141-141-141-136-141; 新词条：248-248-248-248-248-248141
词典中最大码字：1361; 输入码字：1102，对应词条：136-141-133-136-133; 输出词条: 136-141-133-136-133; 新词条：141-141-141-136-141136
词典中最大码字：1362; 输入码字：136，对应词条：136; 输出词条: 136; 新词条：136-141-133-136-133136
词典中最大码字：1363; 输入码字：1194，对应词条：248-248-248-248; 输出词条: 248-248-248-248; 新词条：136248
词典中最大码字：1364; 输入码字：1198，对应词条：133-248; 输出词条: 133-248; 新词条：248-248-248-248133
词典中最大码字：1365; 输入码字：1338，对应词条：248-133-125-133; 输出词条: 248-133-125-133; 新词条：133-248248
词典中最大码字：1366; 输入码字：1098，对应词条：248-248; 输出词条: 248-248; 新词条：248-133-125-133248
词典中最大码字：1367; 输入码字：598，对应词条：125-125-125-125; 输出词条: 125-125-125-125; 新词条：248-248125
词典中最大码字：1368; 输入码字：1253，对应词条：248-125-125; 输出词条: 248-125-125; 新词条：125-125-125-125248
词典中最大码字：1369; 输入码字：853，对应词条：125-122; 输出词条: 125-122; 新词条：248-125-125125
词典中最大码字：1370; 输入码字：1249，对应词条：248-117-125; 输出词条: 248-117-125; 新词条：125-122248
词典中最大码字：1371; 输入码字：1248，对应词条：117-117-117-248; 输出词条: 117-117-117-248; 新词条：248-117-125117
词典中最大码字：1372; 输入码字：670，对应词条：117-117-117-117; 输出词条: 117-117-117-117; 新词条：117-117-117-248117
词典中最大码字：1373; 输入码字：1159，对应词条：248-117; 输出词条: 248-117; 新词条：117-117-117-117248
词典中最大码字：1374; 输入码字：1159，对应词条：248-117; 输出词条: 248-117; 新词条：248-117248
词典中最大码字：1375; 输入码字：1021，对应词条：109-114-109-114-109; 输出词条: 109-114-109-114-109; 新词条：248-117109
词典中最大码字：1376; 输入码字：862，对应词条：109-109-109-107-109; 输出词条: 109-109-109-107-109; 新词条：109-114-109-114-109109
词典中最大码字：1377; 输入码字：679，对应词条：107-109-106; 输出词条: 107-109-106; 新词条：109-109-109-107-109107
词典中最大码字：1378; 输入码字：1025，对应词条：167-159; 输出词条: 167-159; 新词条：107-109-106167
词典中最大码字：1379; 输入码字：1027，对应词条：161-158; 输出词条: 161-158; 新词条：167-159161
词典中最大码字：1380; 输入码字：1029，对应词条：158-150; 输出词条: 158-150; 新词条：161-158158
词典中最大码字：1381; 输入码字：1031，对应词条：153-145; 输出词条: 153-145; 新词条：158-150153
词典中最大码字：1382; 输入码字：145，对应词条：145; 输出词条: 145; 新词条：153-145145
词典中最大码字：1383; 输入码字：1216，对应词条：248-248-136; 输出词条: 248-248-136; 新词条：145248
词典中最大码字：1384; 输入码字：1035，对应词条：136-128; 输出词条: 136-128; 新词条：248-248-136136
词典中最大码字：1385; 输入码字：1037，对应词条：129-128-128; 输出词条: 129-128-128; 新词条：136-128129
词典中最大码字：1386; 输入码字：1039，对应词条：93-99-91-94; 输出词条: 93-99-91-94; 新词条：129-128-12893
词典中最大码字：1387; 输入码字：955，对应词条：99-93-99-93; 输出词条: 99-93-99-93; 新词条：93-99-91-9499
词典中最大码字：1388; 输入码字：103，对应词条：103; 输出词条: 103; 新词条：99-93-99-93103
词典中最大码字：1389; 输入码字：798，对应词条：106-101; 输出词条: 106-101; 新词条：103106
词典中最大码字：1390; 输入码字：96，对应词条：96; 输出词条: 96; 新词条：106-10196
词典中最大码字：1391; 输入码字：101，对应词条：101; 输出词条: 101; 新词条：96101
词典中最大码字：1392; 输入码字：93，对应词条：93; 输出词条: 93; 新词条：10193
词典中最大码字：1393; 输入码字：98，对应词条：98; 输出词条: 98; 新词条：9398
词典中最大码字：1394; 输入码字：78，对应词条：78; 输出词条: 78; 新词条：9878
词典中最大码字：1395; 输入码字：100，对应词条：100; 输出词条: 100; 新词条：78100
词典中最大码字：1396; 输入码字：105，对应词条：105; 输出词条: 105; 新词条：100105
词典中最大码字：1397; 输入码字：85，对应词条：85; 输出词条: 85; 新词条：10585
词典中最大码字：1398; 输入码字：117，对应词条：117; 输出词条: 117; 新词条：85117
词典中最大码字：1399; 输入码字：142，对应词条：142; 输出词条: 142; 新词条：117142
词典中最大码字：1400; 输入码字：1236，对应词条：146-158; 输出词条: 146-158; 新词条：142146
词典中最大码字：1401; 输入码字：154，对应词条：154; 输出词条: 154; 新词条：146-158154
词典中最大码字：1402; 输入码字：137，对应词条：137; 输出词条: 137; 新词条：154137
词典中最大码字：1403; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：13799
词典中最大码字：1404; 输入码字：702，对应词条：109-107-109; 输出词条: 109-107-109; 新词条：99109
词典中最大码字：1405; 输入码字：236，对应词条：236; 输出词条: 236; 新词条：109-107-109236
词典中最大码字：1406; 输入码字：236，对应词条：236; 输出词条: 236; 新词条：236236
词典中最大码字：1407; 输入码字：1064，对应词条：109-110-109; 输出词条: 109-110-109; 新词条：236109
词典中最大码字：1408; 输入码字：891，对应词条：115-109-117; 输出词条: 115-109-117; 新词条：109-110-109115
词典中最大码字：1409; 输入码字：771，对应词条：114-117-114; 输出词条: 114-117-114; 新词条：115-109-117114
词典中最大码字：1410; 输入码字：1159，对应词条：248-117; 输出词条: 248-117; 新词条：114-117-114248
词典中最大码字：1411; 输入码字：671，对应词条：117-117-117-117-117; 输出词条: 117-117-117-117-117; 新词条：248-117117
词典中最大码字：1412; 输入码字：1251，对应词条：248-125; 输出词条: 248-125; 新词条：117-117-117-117-117248
词典中最大码字：1413; 输入码字：1158，对应词条：117-248; 输出词条: 117-248; 新词条：248-125117
词典中最大码字：1414; 输入码字：592，对应词条：117-125; 输出词条: 117-125; 新词条：117-248117
词典中最大码字：1415; 输入码字：1194，对应词条：248-248-248-248; 输出词条: 248-248-248-248; 新词条：117-125248
词典中最大码字：1416; 输入码字：597，对应词条：125-125-125; 输出词条: 125-125-125; 新词条：248-248-248-248125
词典中最大码字：1417; 输入码字：1072，对应词条：128-125-128-125; 输出词条: 128-125-128-125; 新词条：125-125-125128
词典中最大码字：1418; 输入码字：248，对应词条：248; 输出词条: 248; 新词条：128-125-128-125248
词典中最大码字：1419; 输入码字：720，对应词条：128-133; 输出词条: 128-133; 新词条：248128
词典中最大码字：1420; 输入码字：1339，对应词条：133-133-133-133-133-248; 输出词条: 133-133-133-133-133-248; 新词条：128-133133
词典中最大码字：1421; 输入码字：1259，对应词条：133-136-133-248; 输出词条: 133-136-133-248; 新词条：133-133-133-133-133-248133
词典中最大码字：1422; 输入码字：657，对应词条：136-141-136; 输出词条: 136-141-136; 新词条：133-136-133-248136
词典中最大码字：1423; 输入码字：1281，对应词条：248-141-141; 输出词条: 248-141-141; 新词条：136-141-136248
词典中最大码字：1424; 输入码字：843，对应词条：141-143-141-143; 输出词条: 141-143-141-143; 新词条：248-141-141141
词典中最大码字：1425; 输入码字：905，对应词条：141-144-143; 输出词条: 141-144-143; 新词条：141-143-141-143141
词典中最大码字：1426; 输入码字：993，对应词条：144-143-149; 输出词条: 144-143-149; 新词条：141-144-143144
词典中最大码字：1427; 输入码字：1081，对应词条：144-149-143; 输出词条: 144-149-143; 新词条：144-143-149144
词典中最大码字：1428; 输入码字：1083，对应词条：151-149-151-149-151-149-151; 输出词条: 151-149-151-149-151-149-151; 新词条：144-149-143151
词典中最大码字：1429; 输入码字：1268，对应词条：149-151-151-151; 输出词条: 149-151-151-151; 新词条：151-149-151-149-151-149-151149
词典中最大码字：1430; 输入码字：999，对应词条：151-151-151-151-151-151-151-151-151-153; 输出词条: 151-151-151-151-151-151-151-151-151-153; 新词条：149-151-151-151151
词典中最大码字：1431; 输入码字：913，对应词条：151-153-151-158; 输出词条: 151-153-151-158; 新词条：151-151-151-151-151-151-151-151-151-153151
词典中最大码字：1432; 输入码字：1088，对应词条：151-158-151-159; 输出词条: 151-158-151-159; 新词条：151-153-151-158151
词典中最大码字：1433; 输入码字：743，对应词条：153-158; 输出词条: 153-158; 新词条：151-158-151-159153
词典中最大码字：1434; 输入码字：915，对应词条：151-158-151; 输出词条: 151-158-151; 新词条：153-158151
词典中最大码字：1435; 输入码字：1351，对应词条：153-151-153-151-151-151; 输出词条: 153-151-153-151-151-151; 新词条：151-158-151153
词典中最大码字：1436; 输入码字：1273，对应词条：151-151-151-151-151-151-151-149; 输出词条: 151-151-151-151-151-151-151-149; 新词条：153-151-153-151-151-151151
词典中最大码字：1437; 输入码字：1083，对应词条：151-149-151-149-151-149-151; 输出词条: 151-149-151-149-151-149-151; 新词条：151-151-151-151-151-151-151-149151
词典中最大码字：1438; 输入码字：921，对应词条：148-151-149-149; 输出词条: 148-151-149-149; 新词条：151-149-151-149-151-149-151148
词典中最大码字：1439; 输入码字：620，对应词条：143-149-143; 输出词条: 143-149-143; 新词条：148-151-149-149143
词典中最大码字：1440; 输入码字：1097，对应词条：144-141-248; 输出词条: 144-141-248; 新词条：143-149-143144
词典中最大码字：1441; 输入码字：1099，对应词条：248-143-141; 输出词条: 248-143-141; 新词条：144-141-248248
词典中最大码字：1442; 输入码字：1012，对应词条：143-141-141-141-141; 输出词条: 143-141-141-141-141; 新词条：248-143-141143
词典中最大码字：1443; 输入码字：1363，对应词条：136-248; 输出词条: 136-248; 新词条：143-141-141-141-141136
词典中最大码字：1444; 输入码字：1280，对应词条：248-248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248-248; 新词条：136-248248
